Taget:	Current:	Delta:	PWM:	pp:	ip:	dp:	Time: 			Initial	tcGoal	rtLow	rtHigh		kp	Ki	kd
50	50	0	45,987	0	45,987	0	359,973										
50	50	0	45,987	0	45,987	0	360,306										
50	50	0	45,987	0	45,987	0	360,639										
50	50	0	45,987	0	45,987	0	360,972										
50	50	0	45,987	0	45,987	0	361,305										
50	50	0	45,987	0	45,987	0	361,638										
50	50	0	45,987	0	45,987	0	361,971										
50	50	0	45,987	0	45,987	0	362,304										
50	50	0	45,987	0	45,987	0	362,637										
50	50	0	45,987	0	45,987	0	362,97										
50	50	0	45,987	0	45,987	0	363,303										
50	50	0	45,987	0	45,987	0	363,636										
50	50	0	45,987	0	45,987	0	363,969										
50	50	0	45,987	0	45,987	0	364,302										
50	50	0	45,987	0	45,987	0	364,635										
50	50	0	45,987	0	45,987	0	364,968										
50	50	0	45,987	0	45,987	0	365,301										
50	50	0	45,987	0	45,987	0	365,634										
50	50	0	45,987	0	45,987	0	365,967										
50	50	0	45,987	0	45,987	0	366,3										
50	50	0	45,987	0	45,987	0	366,633										
50	50	0	45,987	0	45,987	0	366,966										
50	50	0	45,987	0	45,987	0	367,299										
50	50	0	45,987	0	45,987	0	367,632										
50	50	0	45,987	0	45,987	0	367,965										
50	50	0	45,987	0	45,987	0	368,298										
50	50	0	45,987	0	45,987	0	368,631										
50	50	0	45,987	0	45,987	0	368,964										
50	50	0	45,987	0	45,987	0	369,297										
50	50	0	45,987	0	45,987	0	369,63										
50	50	0	45,987	0	45,987	0	369,963										
50	50	0	45,987	0	45,987	0	370,296										
50	50	0	45,987	0	45,987	0	370,629										
50	50	0	45,987	0	45,987	0	370,962										
50	50	0	45,987	0	45,987	0	371,295										
50	50	0	45,987	0	45,987	0	371,628										
50	50	0	45,987	0	45,987	0	371,961										
50	50	0	45,987	0	45,987	0	372,294										
50	50	0	45,987	0	45,987	0	372,627										
50	50	0	45,987	0	45,987	0	372,96										
50	50	0	45,987	0	45,987	0	373,293										
50	50	0	45,987	0	45,987	0	373,626										
50	50	0	45,987	0	45,987	0	373,959										
50	50	0	45,987	0	45,987	0	374,292										
50	50	0	45,987	0	45,987	0	374,625										
50	50	0	45,987	0	45,987	0	374,958										
50	50	0	45,987	0	45,987	0	375,291										
50	50	0	45,987	0	45,987	0	375,624										
50	50	0	45,987	0	45,987	0	375,957										
50	50	0	45,987	0	45,987	0	376,29										
50	50	0	45,987	0	45,987	0	376,623										
50	50	0	45,987	0	45,987	0	376,956										
50	50	0	45,987	0	45,987	0	377,289										
50	50	0	45,987	0	45,987	0	377,622										
50	50	0	45,987	0	45,987	0	377,955										
50	50	0	45,987	0	45,987	0	378,288										
50	50	0	45,987	0	45,987	0	378,621										
50	50	0	45,987	0	45,987	0	378,954										
50	50	0	45,987	0	45,987	0	379,287										
50	50	0	45,987	0	45,987	0	379,62										
50	50	0	45,987	0	45,987	0	379,953										
50	50	0	45,987	0	45,987	0	380,286										
50	50	0	45,987	0	45,987	0	380,619										
50	50	0	45,987	0	45,987	0	380,952										
50	50	0	45,987	0	45,987	0	381,285										
50	50	0	45,987	0	45,987	0	381,618										
50	50	0	45,987	0	45,987	0	381,951										
50	50	0	45,987	0	45,987	0	382,284										
50	50	0	45,987	0	45,987	0	382,617										
50	50	0	45,987	0	45,987	0	382,95										
50	49,5	0,5	46,503	0,5	46,003	0	383,283										
50	50	0	46,003	0	46,003	0	383,616										
50	50	0	46,003	0	46,003	0	383,949										
50	49,5	0,5	46,52	0,5	46,02	0	384,282										
50	50	0	46,02	0	46,02	0	384,615										
50	50	0	46,02	0	46,02	0	384,948										
50	50	0	46,02	0	46,02	0	385,281										
50	50	0	46,02	0	46,02	0	385,614										
50	49,5	0,5	46,537	0,5	46,037	0	385,947										
50	49,5	0,5	46,553	0,5	46,053	0	386,28										
50	50	0	46,053	0	46,053	0	386,613										
50	50	0	46,053	0	46,053	0	386,946										
50	50	0	46,053	0	46,053	0	387,279										
50	50	0	46,053	0	46,053	0	387,612										
50	50	0	46,053	0	46,053	0	387,945										
50	49,5	0,5	46,57	0,5	46,07	0	388,278										
50	49,5	0,5	46,587	0,5	46,087	0	388,611										
50	49,5	0,5	46,603	0,5	46,103	0	388,944										
50	49,5	0,5	46,62	0,5	46,12	0	389,277										
50	50	0	46,12	0	46,12	0	389,61										
50	50	0	46,12	0	46,12	0	389,943										
50	49,5	0,5	46,637	0,5	46,137	0	390,276										
50	49,5	0,5	46,653	0,5	46,153	0	390,609										
50	49,5	0,5	46,67	0,5	46,17	0	390,942										
50	49,5	0,5	46,687	0,5	46,187	0	391,275										
50	49,5	0,5	46,703	0,5	46,203	0	391,608										
50	49,5	0,5	46,72	0,5	46,22	0	391,941										
50	49,5	0,5	46,737	0,5	46,237	0	392,274										
50	49,5	0,5	46,753	0,5	46,253	0	392,607										
50	49,5	0,5	46,77	0,5	46,27	0	392,94										
50	49,5	0,5	46,787	0,5	46,287	0	393,273										
50	49,5	0,5	46,803	0,5	46,303	0	393,606										
50	49,5	0,5	46,82	0,5	46,32	0	393,939										
50	49,5	0,5	46,836	0,5	46,336	0	394,272										
50	49,5	0,5	46,853	0,5	46,353	0	394,605										
50	49,5	0,5	46,87	0,5	46,37	0	394,938										
50	49,5	0,5	46,886	0,5	46,386	0	395,271										
50	49,5	0,5	46,903	0,5	46,403	0	395,604										
50	49,5	0,5	46,92	0,5	46,42	0	395,937										
50	49,5	0,5	46,936	0,5	46,436	0	396,27										
50	49,5	0,5	46,953	0,5	46,453	0	396,603										
50	49,5	0,5	46,97	0,5	46,47	0	396,936										
50	49,5	0,5	46,986	0,5	46,486	0	397,269										
50	49,5	0,5	47,003	0,5	46,503	0	397,602										
50	49,5	0,5	47,02	0,5	46,52	0	397,935										
50	49,5	0,5	47,036	0,5	46,536	0	398,268										
50	49,5	0,5	47,053	0,5	46,553	0	398,601										
50	49,5	0,5	47,07	0,5	46,57	0	398,934										
50	49,5	0,5	47,086	0,5	46,586	0	399,267										
50	49,5	0,5	47,103	0,5	46,603	0	399,6										
50	49,5	0,5	47,12	0,5	46,62	0	399,933										
50	49,5	0,5	47,136	0,5	46,636	0	400,266										
50	49,5	0,5	47,153	0,5	46,653	0	400,599										
50	49,5	0,5	47,169	0,5	46,669	0	400,932										
50	49,5	0,5	47,186	0,5	46,686	0	401,265										
50	49,5	0,5	47,203	0,5	46,703	0	401,598										
50	49,5	0,5	47,219	0,5	46,719	0	401,931										
50	49,5	0,5	47,236	0,5	46,736	0	402,264										
50	49,5	0,5	47,253	0,5	46,753	0	402,597										
50	49,5	0,5	47,269	0,5	46,769	0	402,93										
50	49,5	0,5	47,286	0,5	46,786	0	403,263										
50	49,5	0,5	47,303	0,5	46,803	0	403,596										
50	49,5	0,5	47,319	0,5	46,819	0	403,929										
50	49,5	0,5	47,336	0,5	46,836	0	404,262										
50	49,5	0,5	47,353	0,5	46,853	0	404,595										
50	49,5	0,5	47,369	0,5	46,869	0	404,928										
50	49,5	0,5	47,386	0,5	46,886	0	405,261										
50	49,5	0,5	47,403	0,5	46,903	0	405,594										
50	49,5	0,5	47,419	0,5	46,919	0	405,927										
50	49,5	0,5	47,436	0,5	46,936	0	406,26										
50	49,5	0,5	47,453	0,5	46,953	0	406,593										
50	49,5	0,5	47,469	0,5	46,969	0	406,926										
50	49,5	0,5	47,486	0,5	46,986	0	407,259										
50	50	0	46,986	0	46,986	0	407,592										
50	50	0	46,986	0	46,986	0	407,925										
50	50	0	46,986	0	46,986	0	408,258										
50	50	0	46,986	0	46,986	0	408,591										
50	50	0	46,986	0	46,986	0	408,924										
50	50	0	46,986	0	46,986	0	409,257										
50	50	0	46,986	0	46,986	0	409,59										
50	50	0	46,986	0	46,986	0	409,923										
50	50	0	46,986	0	46,986	0	410,256										
50	49,5	0,5	47,502	0,5	47,002	0	410,589										
50	50	0	47,002	0	47,002	0	410,922										
50	50	0	47,002	0	47,002	0	411,255										
50	49,5	0,5	47,519	0,5	47,019	0	411,588										
50	50	0	47,019	0	47,019	0	411,921										
50	50	0	47,019	0	47,019	0	412,254										
50	50	0	47,019	0	47,019	0	412,587										
50	50	0	47,019	0	47,019	0	412,92										
50	50	0	47,019	0	47,019	0	413,253										
50	50	0	47,019	0	47,019	0	413,586										
50	50	0	47,019	0	47,019	0	413,919										
50	50	0	47,019	0	47,019	0	414,252										
50	50	0	47,019	0	47,019	0	414,585										
50	50	0	47,019	0	47,019	0	414,918										
50	50	0	47,019	0	47,019	0	415,251										
50	50	0	47,019	0	47,019	0	415,584										
50	50	0	47,019	0	47,019	0	415,917										
50	50	0	47,019	0	47,019	0	416,25										
50	50	0	47,019	0	47,019	0	416,583										
50	50	0	47,019	0	47,019	0	416,916										
50	50	0	47,019	0	47,019	0	417,249										
50	50	0	47,019	0	47,019	0	417,582										
50	50	0	47,019	0	47,019	0	417,915										
50	50	0	47,019	0	47,019	0	418,248										
50	50	0	47,019	0	47,019	0	418,581										
50	50	0	47,019	0	47,019	0	418,914										
50	50	0	47,019	0	47,019	0	419,247										
50	50	0	47,019	0	47,019	0	419,58										
50	50	0	47,019	0	47,019	0	419,913										
50	50	0	47,019	0	47,019	0	420,246										
50	50	0	47,019	0	47,019	0	420,579										
50	50	0	47,019	0	47,019	0	420,912										
50	50	0	47,019	0	47,019	0	421,245										
50	50	0	47,019	0	47,019	0	421,578										
50	50	0	47,019	0	47,019	0	421,911										
50	50	0	47,019	0	47,019	0	422,244										
50	50	0	47,019	0	47,019	0	422,577										
50	50	0	47,019	0	47,019	0	422,91										
50	50	0	47,019	0	47,019	0	423,243										
50	50	0	47,019	0	47,019	0	423,576										
50	50	0	47,019	0	47,019	0	423,909										
50	50	0	47,019	0	47,019	0	424,242										
50	50	0	47,019	0	47,019	0	424,575										
50	50	0	47,019	0	47,019	0	424,908										
50	50	0	47,019	0	47,019	0	425,241										
50	50	0	47,019	0	47,019	0	425,574										
50	50	0	47,019	0	47,019	0	425,907										
50	50	0	47,019	0	47,019	0	426,24										
50	50	0	47,019	0	47,019	0	426,573										
50	50	0	47,019	0	47,019	0	426,906										
50	50	0	47,019	0	47,019	0	427,239										
50	50	0	47,019	0	47,019	0	427,572										
50	50	0	47,019	0	47,019	0	427,905										
50	50	0	47,019	0	47,019	0	428,238										
50	50	0	47,019	0	47,019	0	428,571										
50	50	0	47,019	0	47,019	0	428,904										
50	50	0	47,019	0	47,019	0	429,237										
50	50	0	47,019	0	47,019	0	429,57										
50	50	0	47,019	0	47,019	0	429,903										
50	50	0	47,019	0	47,019	0	430,236										
50	50	0	47,019	0	47,019	0	430,569										
50	50	0	47,019	0	47,019	0	430,902										
50	50	0	47,019	0	47,019	0	431,235										
50	50	0	47,019	0	47,019	0	431,568										
50	50	0	47,019	0	47,019	0	431,901										
50	50	0	47,019	0	47,019	0	432,234										
50	50	0	47,019	0	47,019	0	432,567										
50	50	0	47,019	0	47,019	0	432,9										
50	50	0	47,019	0	47,019	0	433,233										
50	50	0	47,019	0	47,019	0	433,566										
50	50	0	47,019	0	47,019	0	433,899										
50	50	0	47,019	0	47,019	0	434,232										
50	50	0	47,019	0	47,019	0	434,565										
50	50	0	47,019	0	47,019	0	434,898										
50	50	0	47,019	0	47,019	0	435,231										
50	50	0	47,019	0	47,019	0	435,564										
50	50	0	47,019	0	47,019	0	435,897										
50	50	0	47,019	0	47,019	0	436,23										
50	50	0	47,019	0	47,019	0	436,563										
50	50	0	47,019	0	47,019	0	436,896										
50	50	0	47,019	0	47,019	0	437,229										
50	50	0	47,019	0	47,019	0	437,562										
50	50	0	47,019	0	47,019	0	437,895										
50	50	0	47,019	0	47,019	0	438,228										
50	50	0	47,019	0	47,019	0	438,561										
50	50	0	47,019	0	47,019	0	438,894										
50	50	0	47,019	0	47,019	0	439,227										
50	50	0	47,019	0	47,019	0	439,56										
50	50	0	47,019	0	47,019	0	439,893										
50	50	0	47,019	0	47,019	0	440,226										
50	50	0	47,019	0	47,019	0	440,559										
50	50	0	47,019	0	47,019	0	440,892										
50	50	0	47,019	0	47,019	0	441,225										
50	50	0	47,019	0	47,019	0	441,558										
50	50	0	47,019	0	47,019	0	441,891										
50	50	0	47,019	0	47,019	0	442,224										
50	50	0	47,019	0	47,019	0	442,557										
50	50	0	47,019	0	47,019	0	442,89										
50	50	0	47,019	0	47,019	0	443,223										
50	50	0	47,019	0	47,019	0	443,556										
50	50	0	47,019	0	47,019	0	443,889										
50	50	0	47,019	0	47,019	0	444,222										
50	50	0	47,019	0	47,019	0	444,555										
50	50	0	47,019	0	47,019	0	444,888										
50	50	0	47,019	0	47,019	0	445,221										
50	50	0	47,019	0	47,019	0	445,554										
50	50	0	47,019	0	47,019	0	445,887										
50	50	0	47,019	0	47,019	0	446,22										
50	50	0	47,019	0	47,019	0	446,553										
50	50	0	47,019	0	47,019	0	446,886										
50	50	0	47,019	0	47,019	0	447,219										
50	50	0	47,019	0	47,019	0	447,552										
50	50	0	47,019	0	47,019	0	447,885										
50	50	0	47,019	0	47,019	0	448,218										
50	50	0	47,019	0	47,019	0	448,551										
50	50	0	47,019	0	47,019	0	448,884										
50	50	0	47,019	0	47,019	0	449,217										
50	50	0	47,019	0	47,019	0	449,55										
50	50	0	47,019	0	47,019	0	449,883										
50	50	0	47,019	0	47,019	0	450,216										
50	50	0	47,019	0	47,019	0	450,549										
50	50	0	47,019	0	47,019	0	450,882										
50	50	0	47,019	0	47,019	0	451,215										
50	50	0	47,019	0	47,019	0	451,548										
50	50	0	47,019	0	47,019	0	451,881										
50	50	0	47,019	0	47,019	0	452,214										
50	50	0	47,019	0	47,019	0	452,547										
50	50	0	47,019	0	47,019	0	452,88										
50	50	0	47,019	0	47,019	0	453,213										
50	50	0	47,019	0	47,019	0	453,546										
50	50	0	47,019	0	47,019	0	453,879										
50	50	0	47,019	0	47,019	0	454,212										
50	50	0	47,019	0	47,019	0	454,545										
50	50,5	-0,5	46,502	-0,5	47,002	0	454,878										
50	50,5	-0,5	46,486	-0,5	46,986	0	455,211										
50	50	0	46,986	0	46,986	0	455,544										
50	50	0	46,986	0	46,986	0	455,877										
50	50,5	-0,5	46,469	-0,5	46,969	0	456,21										
50	50	0	46,969	0	46,969	0	456,543										
50	50,5	-0,5	46,453	-0,5	46,953	0	456,876										
50	50	0	46,953	0	46,953	0	457,209										
50	50	0	46,953	0	46,953	0	457,542										
50	50,5	-0,5	46,436	-0,5	46,936	0	457,875										
50	50,5	-0,5	46,419	-0,5	46,919	0	458,208										
50	50	0	46,919	0	46,919	0	458,541										
50	50	0	46,919	0	46,919	0	458,874										
50	50	0	46,919	0	46,919	0	459,207										
50	50	0	46,919	0	46,919	0	459,54										
50	50	0	46,919	0	46,919	0	459,873										
50	50,5	-0,5	46,403	-0,5	46,903	0	460,206										
50	50	0	46,903	0	46,903	0	460,539										
50	50	0	46,903	0	46,903	0	460,872										
50	50	0	46,903	0	46,903	0	461,205										
50	50	0	46,903	0	46,903	0	461,538										
50	50	0	46,903	0	46,903	0	461,871										
50	50	0	46,903	0	46,903	0	462,204										
50	50	0	46,903	0	46,903	0	462,537										
50	50	0	46,903	0	46,903	0	462,87										
50	50	0	46,903	0	46,903	0	463,203										
50	50	0	46,903	0	46,903	0	463,536										
50	50	0	46,903	0	46,903	0	463,869										
50	50	0	46,903	0	46,903	0	464,202										
50	50,5	-0,5	46,386	-0,5	46,886	0	464,535										
50	50,5	-0,5	46,369	-0,5	46,869	0	464,868										
50	50	0	46,869	0	46,869	0	465,201										
50	50,5	-0,5	46,353	-0,5	46,853	0	465,534										
50	50	0	46,853	0	46,853	0	465,867										
50	50	0	46,853	0	46,853	0	466,2										
50	50	0	46,853	0	46,853	0	466,533										
50	50	0	46,853	0	46,853	0	466,866										
50	50	0	46,853	0	46,853	0	467,199										
50	50	0	46,853	0	46,853	0	467,532										
50	50	0	46,853	0	46,853	0	467,865										
50	50	0	46,853	0	46,853	0	468,198										
50	50	0	46,853	0	46,853	0	468,531										
50	50	0	46,853	0	46,853	0	468,864										
50	50	0	46,853	0	46,853	0	469,197										
50	50	0	46,853	0	46,853	0	469,53										
50	50	0	46,853	0	46,853	0	469,863										
50	50	0	46,853	0	46,853	0	470,196										
50	50	0	46,853	0	46,853	0	470,529										
50	50	0	46,853	0	46,853	0	470,862										
50	50	0	46,853	0	46,853	0	471,195										
50	50	0	46,853	0	46,853	0	471,528										
50	50	0	46,853	0	46,853	0	471,861										
50	50,5	-0,5	46,336	-0,5	46,836	0	472,194										
50	50	0	46,836	0	46,836	0	472,527										
50	50	0	46,836	0	46,836	0	472,86										
50	50	0	46,836	0	46,836	0	473,193										
50	50	0	46,836	0	46,836	0	473,526										
50	50	0	46,836	0	46,836	0	473,859										
50	50	0	46,836	0	46,836	0	474,192										
50	50	0	46,836	0	46,836	0	474,525										
50	50	0	46,836	0	46,836	0	474,858										
50	50	0	46,836	0	46,836	0	475,191										
50	50	0	46,836	0	46,836	0	475,524										
50	50	0	46,836	0	46,836	0	475,857										
50	50	0	46,836	0	46,836	0	476,19										
50	50	0	46,836	0	46,836	0	476,523										
50	50	0	46,836	0	46,836	0	476,856										
50	50	0	46,836	0	46,836	0	477,189										
50	50	0	46,836	0	46,836	0	477,522										
50	50	0	46,836	0	46,836	0	477,855										
50	50	0	46,836	0	46,836	0	478,188										
50	50	0	46,836	0	46,836	0	478,521										
50	50	0	46,836	0	46,836	0	478,854										
50	50	0	46,836	0	46,836	0	479,187										
50	50	0	46,836	0	46,836	0	479,52										
50	50	0	46,836	0	46,836	0	479,853										
50	50	0	46,836	0	46,836	0	480,186										
50	50	0	46,836	0	46,836	0	480,519										
50	50	0	46,836	0	46,836	0	480,852										
50	50	0	46,836	0	46,836	0	481,185										
50	50	0	46,836	0	46,836	0	481,518										
50	50	0	46,836	0	46,836	0	481,851										
50	50	0	46,836	0	46,836	0	482,184										
50	50	0	46,836	0	46,836	0	482,517										
50	50	0	46,836	0	46,836	0	482,85										
50	50	0	46,836	0	46,836	0	483,183										
50	50	0	46,836	0	46,836	0	483,516										
50	50	0	46,836	0	46,836	0	483,849										
50	50	0	46,836	0	46,836	0	484,182										
50	50	0	46,836	0	46,836	0	484,515										
50	50	0	46,836	0	46,836	0	484,848										
50	50	0	46,836	0	46,836	0	485,181										
50	50	0	46,836	0	46,836	0	485,514										
50	50	0	46,836	0	46,836	0	485,847										
50	50	0	46,836	0	46,836	0	486,18										
50	50	0	46,836	0	46,836	0	486,513										
50	50	0	46,836	0	46,836	0	486,846										
50	50	0	46,836	0	46,836	0	487,179										
50	50	0	46,836	0	46,836	0	487,512										
50	50	0	46,836	0	46,836	0	487,845										
50	50	0	46,836	0	46,836	0	488,178										
50	50	0	46,836	0	46,836	0	488,511										
50	50	0	46,836	0	46,836	0	488,844										
50	50	0	46,836	0	46,836	0	489,177										
50	50	0	46,836	0	46,836	0	489,51										
50	50	0	46,836	0	46,836	0	489,843										
50	50	0	46,836	0	46,836	0	490,176										
50	50	0	46,836	0	46,836	0	490,509										
50	50	0	46,836	0	46,836	0	490,842										
50	50	0	46,836	0	46,836	0	491,175										
50	50	0	46,836	0	46,836	0	491,508										
50	50	0	46,836	0	46,836	0	491,841										
50	50	0	46,836	0	46,836	0	492,174										
50	50	0	46,836	0	46,836	0	492,507										
50	50	0	46,836	0	46,836	0	492,84										
50	50	0	46,836	0	46,836	0	493,173										
50	50	0	46,836	0	46,836	0	493,506										
50	50	0	46,836	0	46,836	0	493,839										
50	50	0	46,836	0	46,836	0	494,172										
50	50	0	46,836	0	46,836	0	494,505										
50	50	0	46,836	0	46,836	0	494,838										
50	50	0	46,836	0	46,836	0	495,171										
50	50	0	46,836	0	46,836	0	495,504										
50	50	0	46,836	0	46,836	0	495,837										
50	50	0	46,836	0	46,836	0	496,17										
50	50	0	46,836	0	46,836	0	496,503										
50	50	0	46,836	0	46,836	0	496,836										
50	50	0	46,836	0	46,836	0	497,169										
50	50	0	46,836	0	46,836	0	497,502										
50	50	0	46,836	0	46,836	0	497,835										
50	50	0	46,836	0	46,836	0	498,168										
50	50	0	46,836	0	46,836	0	498,501										
50	50	0	46,836	0	46,836	0	498,834										
50	50	0	46,836	0	46,836	0	499,167										
50	50,5	-0,5	46,319	-0,5	46,819	0	499,5										
50	50,5	-0,5	46,303	-0,5	46,803	0	499,833										
50	50	0	46,803	0	46,803	0	500,166										
50	50,5	-0,5	46,286	-0,5	46,786	0	500,499										
50	50	0	46,786	0	46,786	0	500,832										
50	50	0	46,786	0	46,786	0	501,165										
50	50,5	-0,5	46,269	-0,5	46,769	0	501,498										
50	50,5	-0,5	46,253	-0,5	46,753	0	501,831										
50	50,5	-0,5	46,236	-0,5	46,736	0	502,164										
50	50,5	-0,5	46,219	-0,5	46,719	0	502,497										
50	50,5	-0,5	46,203	-0,5	46,703	0	502,83										
50	50	0	46,703	0	46,703	0	503,163										
50	50	0	46,703	0	46,703	0	503,496										
50	50	0	46,703	0	46,703	0	503,829										
50	50	0	46,703	0	46,703	0	504,162										
50	50	0	46,703	0	46,703	0	504,495										
50	50	0	46,703	0	46,703	0	504,828										
50	50	0	46,703	0	46,703	0	505,161										
50	50,5	-0,5	46,186	-0,5	46,686	0	505,494										
50	50	0	46,686	0	46,686	0	505,827										
50	50	0	46,686	0	46,686	0	506,16										
50	50	0	46,686	0	46,686	0	506,493										
50	50,5	-0,5	46,169	-0,5	46,669	0	506,826										
50	50	0	46,669	0	46,669	0	507,159										
50	50,5	-0,5	46,153	-0,5	46,653	0	507,492										
50	50,5	-0,5	46,136	-0,5	46,636	0	507,825										
50	50,5	-0,5	46,12	-0,5	46,62	0	508,158										
50	50,5	-0,5	46,103	-0,5	46,603	0	508,491										
50	50,5	-0,5	46,086	-0,5	46,586	0	508,824										
50	50,5	-0,5	46,07	-0,5	46,57	0	509,157										
50	50,5	-0,5	46,053	-0,5	46,553	0	509,49										
50	50,5	-0,5	46,036	-0,5	46,536	0	509,823										
50	50,5	-0,5	46,02	-0,5	46,52	0	510,156										
50	50,5	-0,5	46,003	-0,5	46,503	0	510,489										
50	50,5	-0,5	45,986	-0,5	46,486	0	510,822										
50	50,5	-0,5	45,97	-0,5	46,47	0	511,155										
50	50,5	-0,5	45,953	-0,5	46,453	0	511,488										
50	50,5	-0,5	45,936	-0,5	46,436	0	511,821										
50	50,5	-0,5	45,92	-0,5	46,42	0	512,154										
50	50,5	-0,5	45,903	-0,5	46,403	0	512,487										
50	50,5	-0,5	45,886	-0,5	46,386	0	512,82										
50	50,5	-0,5	45,87	-0,5	46,37	0	513,153										
50	50,5	-0,5	45,853	-0,5	46,353	0	513,486										
50	50,5	-0,5	45,836	-0,5	46,336	0	513,819										
50	50,5	-0,5	45,82	-0,5	46,32	0	514,152										
50	50,5	-0,5	45,803	-0,5	46,303	0	514,485										
50	50,5	-0,5	45,787	-0,5	46,287	0	514,818										
50	50,5	-0,5	45,77	-0,5	46,27	0	515,151										
50	50,5	-0,5	45,753	-0,5	46,253	0	515,484										
50	50,5	-0,5	45,737	-0,5	46,237	0	515,817										
50	50,5	-0,5	45,72	-0,5	46,22	0	516,15										
50	50,5	-0,5	45,703	-0,5	46,203	0	516,483										
50	50,5	-0,5	45,687	-0,5	46,187	0	516,816										
50	50,5	-0,5	45,67	-0,5	46,17	0	517,149										
50	50,5	-0,5	45,653	-0,5	46,153	0	517,482										
50	50,5	-0,5	45,637	-0,5	46,137	0	517,815										
50	50,5	-0,5	45,62	-0,5	46,12	0	518,148										
50	50,5	-0,5	45,603	-0,5	46,103	0	518,481										
50	50,5	-0,5	45,587	-0,5	46,087	0	518,814										
50	50,5	-0,5	45,57	-0,5	46,07	0	519,147										
50	50,5	-0,5	45,553	-0,5	46,053	0	519,48										
50	50,5	-0,5	45,537	-0,5	46,037	0	519,813										
50	50,5	-0,5	45,52	-0,5	46,02	0	520,146										
50	50,5	-0,5	45,503	-0,5	46,003	0	520,479										
50	50,5	-0,5	45,487	-0,5	45,987	0	520,812										
50	50,5	-0,5	45,47	-0,5	45,97	0	521,145										
50	50,5	-0,5	45,454	-0,5	45,954	0	521,478										
50	50,5	-0,5	45,437	-0,5	45,937	0	521,811										
50	50,5	-0,5	45,42	-0,5	45,92	0	522,144										
50	50,5	-0,5	45,404	-0,5	45,904	0	522,477										
50	50,5	-0,5	45,387	-0,5	45,887	0	522,81										
50	50,5	-0,5	45,37	-0,5	45,87	0	523,143										
50	50,5	-0,5	45,354	-0,5	45,854	0	523,476										
50	50,5	-0,5	45,337	-0,5	45,837	0	523,809										
50	50,5	-0,5	45,32	-0,5	45,82	0	524,142										
50	50,5	-0,5	45,304	-0,5	45,804	0	524,475										
50	50,5	-0,5	45,287	-0,5	45,787	0	524,808										
50	50,5	-0,5	45,27	-0,5	45,77	0	525,141										
50	50,5	-0,5	45,254	-0,5	45,754	0	525,474										
50	50,5	-0,5	45,237	-0,5	45,737	0	525,807										
50	50,5	-0,5	45,22	-0,5	45,72	0	526,14										
50	50,5	-0,5	45,204	-0,5	45,704	0	526,473										
50	50,5	-0,5	45,187	-0,5	45,687	0	526,806										
50	50,5	-0,5	45,17	-0,5	45,67	0	527,139										
50	50,5	-0,5	45,154	-0,5	45,654	0	527,472										
50	50,5	-0,5	45,137	-0,5	45,637	0	527,805										
50	50,5	-0,5	45,12	-0,5	45,62	0	528,138										
50	50,5	-0,5	45,104	-0,5	45,604	0	528,471										
50	50,5	-0,5	45,087	-0,5	45,587	0	528,804										
50	50,5	-0,5	45,071	-0,5	45,571	0	529,137										
50	50,5	-0,5	45,054	-0,5	45,554	0	529,47										
50	50,5	-0,5	45,037	-0,5	45,537	0	529,803										
50	50,5	-0,5	45,021	-0,5	45,521	0	530,136										
50	50,5	-0,5	45,004	-0,5	45,504	0	530,469										
50	50,5	-0,5	44,987	-0,5	45,487	0	530,802										
50	50,5	-0,5	44,971	-0,5	45,471	0	531,135										
50	50,5	-0,5	44,954	-0,5	45,454	0	531,468										
50	50,5	-0,5	44,937	-0,5	45,437	0	531,801										
50	50,5	-0,5	44,921	-0,5	45,421	0	532,134										
50	50,5	-0,5	44,904	-0,5	45,404	0	532,467										
50	50,5	-0,5	44,887	-0,5	45,387	0	532,8										
50	50,5	-0,5	44,871	-0,5	45,371	0	533,133										
50	50,5	-0,5	44,854	-0,5	45,354	0	533,466										
50	50,5	-0,5	44,837	-0,5	45,337	0	533,799										
50	50,5	-0,5	44,821	-0,5	45,321	0	534,132										
50	50,5	-0,5	44,804	-0,5	45,304	0	534,465										
50	50,5	-0,5	44,787	-0,5	45,287	0	534,798										
50	50,5	-0,5	44,771	-0,5	45,271	0	535,131										
50	50,5	-0,5	44,754	-0,5	45,254	0	535,464										
50	50,5	-0,5	44,738	-0,5	45,238	0	535,797										
50	50,5	-0,5	44,721	-0,5	45,221	0	536,13										
50	50,5	-0,5	44,704	-0,5	45,204	0	536,463										
50	50,5	-0,5	44,688	-0,5	45,188	0	536,796										
50	50,5	-0,5	44,671	-0,5	45,171	0	537,129										
50	50,5	-0,5	44,654	-0,5	45,154	0	537,462										
50	50,5	-0,5	44,638	-0,5	45,138	0	537,795										
50	50,5	-0,5	44,621	-0,5	45,121	0	538,128										
50	50,5	-0,5	44,604	-0,5	45,104	0	538,461										
50	50,5	-0,5	44,588	-0,5	45,088	0	538,794										
50	50,5	-0,5	44,571	-0,5	45,071	0	539,127										
50	50,5	-0,5	44,554	-0,5	45,054	0	539,46										
50	50,5	-0,5	44,538	-0,5	45,038	0	539,793										
50	50,5	-0,5	44,521	-0,5	45,021	0	540,126										
50	50,5	-0,5	44,504	-0,5	45,004	0	540,459										
50	50,5	-0,5	44,488	-0,5	44,988	0	540,792										
50	50,5	-0,5	44,471	-0,5	44,971	0	541,125										
50	50,5	-0,5	44,454	-0,5	44,954	0	541,458										
