Taget:	Current:	Delta:	PWM:	pp:	ip:	dp:	Time: 			Initial	tcGoal	rtLow	rtHigh		kp	Ki	kd
50	52	-2	47,517	-2	49,517	0	168,165										
50	51,5	-1,5	47,967	-1,5	49,467	0	168,498										
50	51,5	-1,5	47,917	-1,5	49,417	0	168,831										
50	51,5	-1,5	47,867	-1,5	49,367	0	169,164										
50	51,5	-1,5	47,817	-1,5	49,317	0	169,497										
50	51,5	-1,5	47,767	-1,5	49,267	0	169,83										
50	51,5	-1,5	47,717	-1,5	49,217	0	170,163										
50	51,5	-1,5	47,667	-1,5	49,167	0	170,496										
50	51,5	-1,5	47,617	-1,5	49,117	0	170,829										
50	51,5	-1,5	47,567	-1,5	49,067	0	171,162										
50	51,5	-1,5	47,517	-1,5	49,017	0	171,495										
50	51,5	-1,5	47,467	-1,5	48,967	0	171,828										
50	51,5	-1,5	47,417	-1,5	48,917	0	172,161										
50	51,5	-1,5	47,367	-1,5	48,867	0	172,494										
50	51,5	-1,5	47,317	-1,5	48,817	0	172,827										
50	51,5	-1,5	47,267	-1,5	48,767	0	173,16										
50	51,5	-1,5	47,217	-1,5	48,717	0	173,493										
50	51,5	-1,5	47,168	-1,5	48,668	0	173,826										
50	51,5	-1,5	47,118	-1,5	48,618	0	174,159										
50	51,5	-1,5	47,068	-1,5	48,568	0	174,492										
50	51,5	-1,5	47,018	-1,5	48,518	0	174,825										
50	51,5	-1,5	46,968	-1,5	48,468	0	175,158										
50	51,5	-1,5	46,918	-1,5	48,418	0	175,491										
50	51,5	-1,5	46,868	-1,5	48,368	0	175,824										
50	51,5	-1,5	46,818	-1,5	48,318	0	176,157										
50	51,5	-1,5	46,768	-1,5	48,268	0	176,49										
50	51,5	-1,5	46,718	-1,5	48,218	0	176,823										
50	51,5	-1,5	46,668	-1,5	48,168	0	177,156										
50	51	-1	47,135	-1	48,135	0	177,489										
50	51	-1	47,101	-1	48,101	0	177,822										
50	51	-1	47,068	-1	48,068	0	178,155										
50	51	-1	47,035	-1	48,035	0	178,488										
50	51	-1	47,002	-1	48,002	0	178,821										
50	51	-1	46,968	-1	47,968	0	179,154										
50	51	-1	46,935	-1	47,935	0	179,487										
50	51	-1	46,902	-1	47,902	0	179,82										
50	51	-1	46,868	-1	47,868	0	180,153										
50	51	-1	46,835	-1	47,835	0	180,486										
50	51	-1	46,802	-1	47,802	0	180,819										
50	51	-1	46,768	-1	47,768	0	181,152										
50	51	-1	46,735	-1	47,735	0	181,485										
50	51	-1	46,702	-1	47,702	0	181,818										
50	51	-1	46,668	-1	47,668	0	182,151										
50	51	-1	46,635	-1	47,635	0	182,484										
50	51	-1	46,602	-1	47,602	0	182,817										
50	51	-1	46,569	-1	47,569	0	183,15										
50	51	-1	46,535	-1	47,535	0	183,483										
50	51	-1	46,502	-1	47,502	0	183,816										
50	51	-1	46,469	-1	47,469	0	184,149										
50	51	-1	46,435	-1	47,435	0	184,482										
50	51	-1	46,402	-1	47,402	0	184,815										
50	51	-1	46,369	-1	47,369	0	185,148										
50	51	-1	46,335	-1	47,335	0	185,481										
50	51	-1	46,302	-1	47,302	0	185,814										
50	51	-1	46,269	-1	47,269	0	186,147										
50	51	-1	46,236	-1	47,236	0	186,48										
50	51	-1	46,202	-1	47,202	0	186,813										
50	51	-1	46,169	-1	47,169	0	187,146										
50	51	-1	46,136	-1	47,136	0	187,479										
50	51	-1	46,102	-1	47,102	0	187,812										
50	51	-1	46,069	-1	47,069	0	188,145										
50	51	-1	46,036	-1	47,036	0	188,478										
50	51	-1	46,002	-1	47,002	0	188,811										
50	51	-1	45,969	-1	46,969	0	189,144										
50	51	-1	45,936	-1	46,936	0	189,477										
50	51	-1	45,903	-1	46,903	0	189,81										
50	51	-1	45,869	-1	46,869	0	190,143										
50	51	-1	45,836	-1	46,836	0	190,476										
50	51	-1	45,803	-1	46,803	0	190,809										
50	51	-1	45,769	-1	46,769	0	191,142										
50	51	-1	45,736	-1	46,736	0	191,475										
50	51	-1	45,703	-1	46,703	0	191,808										
50	51	-1	45,669	-1	46,669	0	192,141										
50	51	-1	45,636	-1	46,636	0	192,474										
50	51	-1	45,603	-1	46,603	0	192,807										
50	51	-1	45,57	-1	46,57	0	193,14										
50	51	-1	45,536	-1	46,536	0	193,473										
50	51	-1	45,503	-1	46,503	0	193,806										
50	51	-1	45,47	-1	46,47	0	194,139										
50	50,5	-0,5	45,953	-0,5	46,453	0	194,472										
50	50,5	-0,5	45,936	-0,5	46,436	0	194,805										
50	50,5	-0,5	45,92	-0,5	46,42	0	195,138										
50	50,5	-0,5	45,903	-0,5	46,403	0	195,471										
50	50,5	-0,5	45,886	-0,5	46,386	0	195,804										
50	50,5	-0,5	45,87	-0,5	46,37	0	196,137										
50	50,5	-0,5	45,853	-0,5	46,353	0	196,47										
50	50,5	-0,5	45,836	-0,5	46,336	0	196,803										
50	50,5	-0,5	45,82	-0,5	46,32	0	197,136										
50	50,5	-0,5	45,803	-0,5	46,303	0	197,469										
50	50,5	-0,5	45,787	-0,5	46,287	0	197,802										
50	50,5	-0,5	45,77	-0,5	46,27	0	198,135										
50	50,5	-0,5	45,753	-0,5	46,253	0	198,468										
50	50,5	-0,5	45,737	-0,5	46,237	0	198,801										
50	50,5	-0,5	45,72	-0,5	46,22	0	199,134										
50	50,5	-0,5	45,703	-0,5	46,203	0	199,467										
50	50,5	-0,5	45,687	-0,5	46,187	0	199,8										
50	50,5	-0,5	45,67	-0,5	46,17	0	200,133										
50	50,5	-0,5	45,653	-0,5	46,153	0	200,466										
50	50,5	-0,5	45,637	-0,5	46,137	0	200,799										
50	50,5	-0,5	45,62	-0,5	46,12	0	201,132										
50	50,5	-0,5	45,603	-0,5	46,103	0	201,465										
50	50,5	-0,5	45,587	-0,5	46,087	0	201,798										
50	50,5	-0,5	45,57	-0,5	46,07	0	202,131										
50	50,5	-0,5	45,553	-0,5	46,053	0	202,464										
50	50,5	-0,5	45,537	-0,5	46,037	0	202,797										
50	50,5	-0,5	45,52	-0,5	46,02	0	203,13										
50	50,5	-0,5	45,503	-0,5	46,003	0	203,463										
50	50,5	-0,5	45,487	-0,5	45,987	0	203,796										
50	50,5	-0,5	45,47	-0,5	45,97	0	204,129										
50	50,5	-0,5	45,454	-0,5	45,954	0	204,462										
50	50,5	-0,5	45,437	-0,5	45,937	0	204,795										
50	50,5	-0,5	45,42	-0,5	45,92	0	205,128										
50	50,5	-0,5	45,404	-0,5	45,904	0	205,461										
50	50,5	-0,5	45,387	-0,5	45,887	0	205,794										
50	50,5	-0,5	45,37	-0,5	45,87	0	206,127										
50	50,5	-0,5	45,354	-0,5	45,854	0	206,46										
50	50,5	-0,5	45,337	-0,5	45,837	0	206,793										
50	50	0	45,837	0	45,837	0	207,126										
50	50	0	45,837	0	45,837	0	207,459										
50	50	0	45,837	0	45,837	0	207,792										
50	50	0	45,837	0	45,837	0	208,125										
50	50	0	45,837	0	45,837	0	208,458										
50	50	0	45,837	0	45,837	0	208,791										
50	50	0	45,837	0	45,837	0	209,124										
50	50	0	45,837	0	45,837	0	209,457										
50	50	0	45,837	0	45,837	0	209,79										
50	50	0	45,837	0	45,837	0	210,123										
50	50	0	45,837	0	45,837	0	210,456										
50	50	0	45,837	0	45,837	0	210,789										
50	50	0	45,837	0	45,837	0	211,122										
50	50	0	45,837	0	45,837	0	211,455										
50	50	0	45,837	0	45,837	0	211,788										
50	50	0	45,837	0	45,837	0	212,121										
50	50	0	45,837	0	45,837	0	212,454										
50	50	0	45,837	0	45,837	0	212,787										
50	50	0	45,837	0	45,837	0	213,12										
50	50	0	45,837	0	45,837	0	213,453										
50	50	0	45,837	0	45,837	0	213,786										
50	50	0	45,837	0	45,837	0	214,119										
50	50	0	45,837	0	45,837	0	214,452										
50	50	0	45,837	0	45,837	0	214,785										
50	50	0	45,837	0	45,837	0	215,118										
50	50	0	45,837	0	45,837	0	215,451										
50	50	0	45,837	0	45,837	0	215,784										
50	50	0	45,837	0	45,837	0	216,117										
50	50	0	45,837	0	45,837	0	216,45										
50	50	0	45,837	0	45,837	0	216,783										
50	50	0	45,837	0	45,837	0	217,116										
50	50	0	45,837	0	45,837	0	217,449										
50	50	0	45,837	0	45,837	0	217,782										
50	50	0	45,837	0	45,837	0	218,115										
50	50	0	45,837	0	45,837	0	218,448										
50	50	0	45,837	0	45,837	0	218,781										
50	50	0	45,837	0	45,837	0	219,114										
50	50	0	45,837	0	45,837	0	219,447										
50	50	0	45,837	0	45,837	0	219,78										
50	50	0	45,837	0	45,837	0	220,113										
50	50	0	45,837	0	45,837	0	220,446										
50	50	0	45,837	0	45,837	0	220,779										
50	50	0	45,837	0	45,837	0	221,112										
50	50	0	45,837	0	45,837	0	221,445										
50	50	0	45,837	0	45,837	0	221,778										
50	50	0	45,837	0	45,837	0	222,111										
50	50	0	45,837	0	45,837	0	222,444										
50	50	0	45,837	0	45,837	0	222,777										
50	50	0	45,837	0	45,837	0	223,11										
50	50	0	45,837	0	45,837	0	223,443										
50	50	0	45,837	0	45,837	0	223,776										
50	50	0	45,837	0	45,837	0	224,109										
50	50	0	45,837	0	45,837	0	224,442										
50	50	0	45,837	0	45,837	0	224,775										
50	50	0	45,837	0	45,837	0	225,108										
50	50	0	45,837	0	45,837	0	225,441										
50	50	0	45,837	0	45,837	0	225,774										
50	50	0	45,837	0	45,837	0	226,107										
50	50	0	45,837	0	45,837	0	226,44										
50	50	0	45,837	0	45,837	0	226,773										
50	50	0	45,837	0	45,837	0	227,106										
50	50	0	45,837	0	45,837	0	227,439										
50	50	0	45,837	0	45,837	0	227,772										
50	50	0	45,837	0	45,837	0	228,105										
50	50	0	45,837	0	45,837	0	228,438										
50	50	0	45,837	0	45,837	0	228,771										
50	50	0	45,837	0	45,837	0	229,104										
50	50	0	45,837	0	45,837	0	229,437										
50	50	0	45,837	0	45,837	0	229,77										
50	50	0	45,837	0	45,837	0	230,103										
50	50	0	45,837	0	45,837	0	230,436										
50	50	0	45,837	0	45,837	0	230,769										
50	50	0	45,837	0	45,837	0	231,102										
50	50	0	45,837	0	45,837	0	231,435										
50	50	0	45,837	0	45,837	0	231,768										
50	50	0	45,837	0	45,837	0	232,101										
50	50	0	45,837	0	45,837	0	232,434										
50	50	0	45,837	0	45,837	0	232,767										
50	50	0	45,837	0	45,837	0	233,1										
50	50	0	45,837	0	45,837	0	233,433										
50	50	0	45,837	0	45,837	0	233,766										
50	50	0	45,837	0	45,837	0	234,099										
50	50	0	45,837	0	45,837	0	234,432										
50	50	0	45,837	0	45,837	0	234,765										
50	50	0	45,837	0	45,837	0	235,098										
50	50	0	45,837	0	45,837	0	235,431										
50	50	0	45,837	0	45,837	0	235,764										
50	50	0	45,837	0	45,837	0	236,097										
50	50	0	45,837	0	45,837	0	236,43										
50	50	0	45,837	0	45,837	0	236,763										
50	50	0	45,837	0	45,837	0	237,096										
50	50	0	45,837	0	45,837	0	237,429										
50	50	0	45,837	0	45,837	0	237,762										
50	50	0	45,837	0	45,837	0	238,095										
50	50	0	45,837	0	45,837	0	238,428										
50	50	0	45,837	0	45,837	0	238,761										
50	50	0	45,837	0	45,837	0	239,094										
50	50	0	45,837	0	45,837	0	239,427										
50	50	0	45,837	0	45,837	0	239,76										
50	50	0	45,837	0	45,837	0	240,093										
50	50	0	45,837	0	45,837	0	240,426										
50	50	0	45,837	0	45,837	0	240,759										
50	50	0	45,837	0	45,837	0	241,092										
50	50	0	45,837	0	45,837	0	241,425										
50	50	0	45,837	0	45,837	0	241,758										
50	50	0	45,837	0	45,837	0	242,091										
50	50	0	45,837	0	45,837	0	242,424										
50	50	0	45,837	0	45,837	0	242,757										
50	50	0	45,837	0	45,837	0	243,09										
50	50	0	45,837	0	45,837	0	243,423										
50	50	0	45,837	0	45,837	0	243,756										
50	50	0	45,837	0	45,837	0	244,089										
50	50	0	45,837	0	45,837	0	244,422										
50	50	0	45,837	0	45,837	0	244,755										
50	50	0	45,837	0	45,837	0	245,088										
50	50	0	45,837	0	45,837	0	245,421										
50	50	0	45,837	0	45,837	0	245,754										
50	50	0	45,837	0	45,837	0	246,087										
50	50	0	45,837	0	45,837	0	246,42										
50	50	0	45,837	0	45,837	0	246,753										
50	50	0	45,837	0	45,837	0	247,086										
50	50	0	45,837	0	45,837	0	247,419										
50	50	0	45,837	0	45,837	0	247,752										
50	50	0	45,837	0	45,837	0	248,085										
50	50	0	45,837	0	45,837	0	248,418										
50	50	0	45,837	0	45,837	0	248,751										
50	50	0	45,837	0	45,837	0	249,084										
50	50	0	45,837	0	45,837	0	249,417										
50	50	0	45,837	0	45,837	0	249,75										
50	50	0	45,837	0	45,837	0	250,083										
50	50	0	45,837	0	45,837	0	250,416										
50	50	0	45,837	0	45,837	0	250,749										
50	50	0	45,837	0	45,837	0	251,082										
50	50	0	45,837	0	45,837	0	251,415										
50	50	0	45,837	0	45,837	0	251,748										
50	50	0	45,837	0	45,837	0	252,081										
50	50	0	45,837	0	45,837	0	252,414										
50	50	0	45,837	0	45,837	0	252,747										
50	50	0	45,837	0	45,837	0	253,08										
50	50	0	45,837	0	45,837	0	253,413										
50	50	0	45,837	0	45,837	0	253,746										
50	50	0	45,837	0	45,837	0	254,079										
50	50	0	45,837	0	45,837	0	254,412										
50	50	0	45,837	0	45,837	0	254,745										
50	50	0	45,837	0	45,837	0	255,078										
50	50	0	45,837	0	45,837	0	255,411										
50	50	0	45,837	0	45,837	0	255,744										
50	50	0	45,837	0	45,837	0	256,077										
50	50	0	45,837	0	45,837	0	256,41										
50	50	0	45,837	0	45,837	0	256,743										
50	50	0	45,837	0	45,837	0	257,076										
50	50	0	45,837	0	45,837	0	257,409										
50	50	0	45,837	0	45,837	0	257,742										
50	50	0	45,837	0	45,837	0	258,075										
50	50	0	45,837	0	45,837	0	258,408										
50	50	0	45,837	0	45,837	0	258,741										
50	50	0	45,837	0	45,837	0	259,074										
50	50	0	45,837	0	45,837	0	259,407										
50	50	0	45,837	0	45,837	0	259,74										
50	50	0	45,837	0	45,837	0	260,073										
50	50	0	45,837	0	45,837	0	260,406										
50	50	0	45,837	0	45,837	0	260,739										
50	50	0	45,837	0	45,837	0	261,072										
50	50	0	45,837	0	45,837	0	261,405										
50	50	0	45,837	0	45,837	0	261,738										
50	50	0	45,837	0	45,837	0	262,071										
50	50	0	45,837	0	45,837	0	262,404										
50	50	0	45,837	0	45,837	0	262,737										
50	50	0	45,837	0	45,837	0	263,07										
50	50	0	45,837	0	45,837	0	263,403										
50	50	0	45,837	0	45,837	0	263,736										
50	50	0	45,837	0	45,837	0	264,069										
50	50	0	45,837	0	45,837	0	264,402										
50	50	0	45,837	0	45,837	0	264,735										
50	50	0	45,837	0	45,837	0	265,068										
50	50	0	45,837	0	45,837	0	265,401										
50	50	0	45,837	0	45,837	0	265,734										
50	50	0	45,837	0	45,837	0	266,067										
50	50	0	45,837	0	45,837	0	266,4										
50	50	0	45,837	0	45,837	0	266,733										
50	50	0	45,837	0	45,837	0	267,066										
50	50	0	45,837	0	45,837	0	267,399										
50	50	0	45,837	0	45,837	0	267,732										
50	50	0	45,837	0	45,837	0	268,065										
50	50	0	45,837	0	45,837	0	268,398										
50	50	0	45,837	0	45,837	0	268,731										
50	50	0	45,837	0	45,837	0	269,064										
50	50	0	45,837	0	45,837	0	269,397										
50	50	0	45,837	0	45,837	0	269,73										
50	50	0	45,837	0	45,837	0	270,063										
50	50	0	45,837	0	45,837	0	270,396										
50	50	0	45,837	0	45,837	0	270,729										
50	50	0	45,837	0	45,837	0	271,062										
50	50	0	45,837	0	45,837	0	271,395										
50	50	0	45,837	0	45,837	0	271,728										
50	50	0	45,837	0	45,837	0	272,061										
50	50	0	45,837	0	45,837	0	272,394										
50	50	0	45,837	0	45,837	0	272,727										
50	50	0	45,837	0	45,837	0	273,06										
50	50	0	45,837	0	45,837	0	273,393										
50	50	0	45,837	0	45,837	0	273,726										
50	50	0	45,837	0	45,837	0	274,059										
50	50	0	45,837	0	45,837	0	274,392										
50	50	0	45,837	0	45,837	0	274,725										
50	50	0	45,837	0	45,837	0	275,058										
50	50	0	45,837	0	45,837	0	275,391										
50	50	0	45,837	0	45,837	0	275,724										
50	50	0	45,837	0	45,837	0	276,057										
50	50	0	45,837	0	45,837	0	276,39										
50	50	0	45,837	0	45,837	0	276,723										
50	50	0	45,837	0	45,837	0	277,056										
50	50	0	45,837	0	45,837	0	277,389										
50	50	0	45,837	0	45,837	0	277,722										
50	50	0	45,837	0	45,837	0	278,055										
50	50	0	45,837	0	45,837	0	278,388										
50	50	0	45,837	0	45,837	0	278,721										
50	50	0	45,837	0	45,837	0	279,054										
50	50	0	45,837	0	45,837	0	279,387										
50	50	0	45,837	0	45,837	0	279,72										
50	50	0	45,837	0	45,837	0	280,053										
50	50	0	45,837	0	45,837	0	280,386										
50	50	0	45,837	0	45,837	0	280,719										
50	50	0	45,837	0	45,837	0	281,052										
50	50	0	45,837	0	45,837	0	281,385										
50	50	0	45,837	0	45,837	0	281,718										
50	50	0	45,837	0	45,837	0	282,051										
50	50	0	45,837	0	45,837	0	282,384										
50	50	0	45,837	0	45,837	0	282,717										
50	50	0	45,837	0	45,837	0	283,05										
50	50	0	45,837	0	45,837	0	283,383										
50	50	0	45,837	0	45,837	0	283,716										
50	50	0	45,837	0	45,837	0	284,049										
50	50	0	45,837	0	45,837	0	284,382										
50	49,5	0,5	46,354	0,5	45,854	0	284,715										
50	49,5	0,5	46,37	0,5	45,87	0	285,048										
50	50	0	45,87	0	45,87	0	285,381										
50	49,5	0,5	46,387	0,5	45,887	0	285,714										
50	50	0	45,887	0	45,887	0	286,047										
50	49,5	0,5	46,404	0,5	45,904	0	286,38										
50	50	0	45,904	0	45,904	0	286,713										
50	50	0	45,904	0	45,904	0	287,046										
50	49,5	0,5	46,42	0,5	45,92	0	287,379										
50	50	0	45,92	0	45,92	0	287,712										
50	50	0	45,92	0	45,92	0	288,045										
50	50	0	45,92	0	45,92	0	288,378										
50	50	0	45,92	0	45,92	0	288,711										
50	50	0	45,92	0	45,92	0	289,044										
50	50	0	45,92	0	45,92	0	289,377										
50	50	0	45,92	0	45,92	0	289,71										
50	50	0	45,92	0	45,92	0	290,043										
50	50	0	45,92	0	45,92	0	290,376										
50	50	0	45,92	0	45,92	0	290,709										
50	50	0	45,92	0	45,92	0	291,042										
50	50	0	45,92	0	45,92	0	291,375										
50	50	0	45,92	0	45,92	0	291,708										
50	50	0	45,92	0	45,92	0	292,041										
50	50	0	45,92	0	45,92	0	292,374										
50	50	0	45,92	0	45,92	0	292,707										
50	50	0	45,92	0	45,92	0	293,04										
50	50	0	45,92	0	45,92	0	293,373										
50	50	0	45,92	0	45,92	0	293,706										
50	50	0	45,92	0	45,92	0	294,039										
50	49,5	0,5	46,437	0,5	45,937	0	294,372										
50	50	0	45,937	0	45,937	0	294,705										
50	50	0	45,937	0	45,937	0	295,038										
50	49,5	0,5	46,454	0,5	45,954	0	295,371										
50	50	0	45,954	0	45,954	0	295,704										
50	50	0	45,954	0	45,954	0	296,037										
50	50	0	45,954	0	45,954	0	296,37										
50	50	0	45,954	0	45,954	0	296,703										
50	50	0	45,954	0	45,954	0	297,036										
50	50	0	45,954	0	45,954	0	297,369										
50	50	0	45,954	0	45,954	0	297,702										
50	50	0	45,954	0	45,954	0	298,035										
50	50	0	45,954	0	45,954	0	298,368										
50	50	0	45,954	0	45,954	0	298,701										
50	49,5	0,5	46,47	0,5	45,97	0	299,034										
50	50	0	45,97	0	45,97	0	299,367										
50	50	0	45,97	0	45,97	0	299,7										
50	50	0	45,97	0	45,97	0	300,033										
50	50	0	45,97	0	45,97	0	300,366										
50	50	0	45,97	0	45,97	0	300,699										
50	49,5	0,5	46,487	0,5	45,987	0	301,032										
50	50	0	45,987	0	45,987	0	301,365										
50	50	0	45,987	0	45,987	0	301,698										
50	50	0	45,987	0	45,987	0	302,031										
50	50	0	45,987	0	45,987	0	302,364										
50	50	0	45,987	0	45,987	0	302,697										
50	50	0	45,987	0	45,987	0	303,03										
50	50	0	45,987	0	45,987	0	303,363										
50	50	0	45,987	0	45,987	0	303,696										
50	50	0	45,987	0	45,987	0	304,029										
50	50	0	45,987	0	45,987	0	304,362										
50	50	0	45,987	0	45,987	0	304,695										
50	50	0	45,987	0	45,987	0	305,028										
50	50	0	45,987	0	45,987	0	305,361										
50	50	0	45,987	0	45,987	0	305,694										
50	50	0	45,987	0	45,987	0	306,027										
50	50	0	45,987	0	45,987	0	306,36										
50	50	0	45,987	0	45,987	0	306,693										
50	50	0	45,987	0	45,987	0	307,026										
50	50	0	45,987	0	45,987	0	307,359										
50	50	0	45,987	0	45,987	0	307,692										
50	50	0	45,987	0	45,987	0	308,025										
50	50	0	45,987	0	45,987	0	308,358										
50	50	0	45,987	0	45,987	0	308,691										
50	50	0	45,987	0	45,987	0	309,024										
50	50	0	45,987	0	45,987	0	309,357										
50	50	0	45,987	0	45,987	0	309,69										
50	50	0	45,987	0	45,987	0	310,023										
50	50	0	45,987	0	45,987	0	310,356										
50	50	0	45,987	0	45,987	0	310,689										
50	50	0	45,987	0	45,987	0	311,022										
50	50	0	45,987	0	45,987	0	311,355										
50	50	0	45,987	0	45,987	0	311,688										
50	50	0	45,987	0	45,987	0	312,021										
50	50	0	45,987	0	45,987	0	312,354										
50	50	0	45,987	0	45,987	0	312,687										
50	50	0	45,987	0	45,987	0	313,02										
50	50	0	45,987	0	45,987	0	313,353										
50	50	0	45,987	0	45,987	0	313,686										
50	50	0	45,987	0	45,987	0	314,019										
50	50	0	45,987	0	45,987	0	314,352										
50	50	0	45,987	0	45,987	0	314,685										
50	50	0	45,987	0	45,987	0	315,018										
50	50	0	45,987	0	45,987	0	315,351										
50	50	0	45,987	0	45,987	0	315,684										
50	50	0	45,987	0	45,987	0	316,017										
50	50	0	45,987	0	45,987	0	316,35										
50	50	0	45,987	0	45,987	0	316,683										
50	50	0	45,987	0	45,987	0	317,016										
50	50	0	45,987	0	45,987	0	317,349										
50	50	0	45,987	0	45,987	0	317,682										
50	50	0	45,987	0	45,987	0	318,015										
50	50	0	45,987	0	45,987	0	318,348										
50	50	0	45,987	0	45,987	0	318,681										
50	50	0	45,987	0	45,987	0	319,014										
50	50	0	45,987	0	45,987	0	319,347										
50	50	0	45,987	0	45,987	0	319,68										
50	50	0	45,987	0	45,987	0	320,013										
50	50	0	45,987	0	45,987	0	320,346										
50	50	0	45,987	0	45,987	0	320,679										
50	50	0	45,987	0	45,987	0	321,012										
50	50	0	45,987	0	45,987	0	321,345										
50	50	0	45,987	0	45,987	0	321,678										
50	50	0	45,987	0	45,987	0	322,011										
50	50	0	45,987	0	45,987	0	322,344										
50	50	0	45,987	0	45,987	0	322,677										
50	50	0	45,987	0	45,987	0	323,01										
50	50	0	45,987	0	45,987	0	323,343										
50	50	0	45,987	0	45,987	0	323,676										
50	50	0	45,987	0	45,987	0	324,009										
50	50	0	45,987	0	45,987	0	324,342										
50	50	0	45,987	0	45,987	0	324,675										
50	50	0	45,987	0	45,987	0	325,008										
50	50	0	45,987	0	45,987	0	325,341										
50	50	0	45,987	0	45,987	0	325,674										
50	50	0	45,987	0	45,987	0	326,007										
50	50	0	45,987	0	45,987	0	326,34										
50	50	0	45,987	0	45,987	0	326,673										
50	50	0	45,987	0	45,987	0	327,006										
50	50	0	45,987	0	45,987	0	327,339										
50	50	0	45,987	0	45,987	0	327,672										
50	50	0	45,987	0	45,987	0	328,005										
50	50	0	45,987	0	45,987	0	328,338										
50	50	0	45,987	0	45,987	0	328,671										
50	50	0	45,987	0	45,987	0	329,004										
50	50	0	45,987	0	45,987	0	329,337										
50	50	0	45,987	0	45,987	0	329,67										
50	50	0	45,987	0	45,987	0	330,003										
50	50	0	45,987	0	45,987	0	330,336										
50	50	0	45,987	0	45,987	0	330,669										
50	50	0	45,987	0	45,987	0	331,002										
50	50	0	45,987	0	45,987	0	331,335										
50	50	0	45,987	0	45,987	0	331,668										
50	50	0	45,987	0	45,987	0	332,001										
50	50	0	45,987	0	45,987	0	332,334										
50	50	0	45,987	0	45,987	0	332,667										
50	50	0	45,987	0	45,987	0	333										
50	50	0	45,987	0	45,987	0	333,333										
50	50	0	45,987	0	45,987	0	333,666										
50	50	0	45,987	0	45,987	0	333,999										
50	50	0	45,987	0	45,987	0	334,332										
50	50	0	45,987	0	45,987	0	334,665										
50	50	0	45,987	0	45,987	0	334,998										
50	50	0	45,987	0	45,987	0	335,331										
50	50	0	45,987	0	45,987	0	335,664										
50	50	0	45,987	0	45,987	0	335,997										
50	50	0	45,987	0	45,987	0	336,33										
50	50	0	45,987	0	45,987	0	336,663										
50	50	0	45,987	0	45,987	0	336,996										
50	50	0	45,987	0	45,987	0	337,329										
50	50	0	45,987	0	45,987	0	337,662										
50	50	0	45,987	0	45,987	0	337,995										
50	50	0	45,987	0	45,987	0	338,328										
50	50	0	45,987	0	45,987	0	338,661										
50	50	0	45,987	0	45,987	0	338,994										
50	50	0	45,987	0	45,987	0	339,327										
50	50	0	45,987	0	45,987	0	339,66										
50	50	0	45,987	0	45,987	0	339,993										
50	50	0	45,987	0	45,987	0	340,326										
50	50	0	45,987	0	45,987	0	340,659										
50	50	0	45,987	0	45,987	0	340,992										
50	50	0	45,987	0	45,987	0	341,325										
50	50	0	45,987	0	45,987	0	341,658										
50	50	0	45,987	0	45,987	0	341,991										
50	50	0	45,987	0	45,987	0	342,324										
50	50	0	45,987	0	45,987	0	342,657										
50	50	0	45,987	0	45,987	0	342,99										
50	50	0	45,987	0	45,987	0	343,323										
50	50	0	45,987	0	45,987	0	343,656										
50	50	0	45,987	0	45,987	0	343,989										
50	50	0	45,987	0	45,987	0	344,322										
50	50	0	45,987	0	45,987	0	344,655										
50	50	0	45,987	0	45,987	0	344,988										
50	50	0	45,987	0	45,987	0	345,321										
50	50	0	45,987	0	45,987	0	345,654										
50	50	0	45,987	0	45,987	0	345,987										
50	50	0	45,987	0	45,987	0	346,32										
50	50	0	45,987	0	45,987	0	346,653										
50	50	0	45,987	0	45,987	0	346,986										
50	50	0	45,987	0	45,987	0	347,319										
50	50	0	45,987	0	45,987	0	347,652										
50	50	0	45,987	0	45,987	0	347,985										
50	50	0	45,987	0	45,987	0	348,318										
50	50	0	45,987	0	45,987	0	348,651										
50	50	0	45,987	0	45,987	0	348,984										
50	50	0	45,987	0	45,987	0	349,317										
50	50	0	45,987	0	45,987	0	349,65										
50	50	0	45,987	0	45,987	0	349,983										
50	50	0	45,987	0	45,987	0	350,316										
50	50	0	45,987	0	45,987	0	350,649										
50	50	0	45,987	0	45,987	0	350,982										
50	50	0	45,987	0	45,987	0	351,315										
50	50	0	45,987	0	45,987	0	351,648										
50	50	0	45,987	0	45,987	0	351,981										
50	50	0	45,987	0	45,987	0	352,314										
50	50	0	45,987	0	45,987	0	352,647										
50	50	0	45,987	0	45,987	0	352,98										
50	50	0	45,987	0	45,987	0	353,313										
50	50	0	45,987	0	45,987	0	353,646										
50	50	0	45,987	0	45,987	0	353,979										
50	50	0	45,987	0	45,987	0	354,312										
50	50	0	45,987	0	45,987	0	354,645										
50	50	0	45,987	0	45,987	0	354,978										
50	50	0	45,987	0	45,987	0	355,311										
50	50	0	45,987	0	45,987	0	355,644										
50	50	0	45,987	0	45,987	0	355,977										
50	50	0	45,987	0	45,987	0	356,31										
50	50	0	45,987	0	45,987	0	356,643										
50	50	0	45,987	0	45,987	0	356,976										
50	50	0	45,987	0	45,987	0	357,309										
50	50	0	45,987	0	45,987	0	357,642										
50	50	0	45,987	0	45,987	0	357,975										
50	50	0	45,987	0	45,987	0	358,308										
50	50	0	45,987	0	45,987	0	358,641										
50	50	0	45,987	0	45,987	0	358,974										
50	50	0	45,987	0	45,987	0	359,307										
50	50	0	45,987	0	45,987	0	359,64										
