30.00, 29.00, 0.50, 10.802, 2.0000, 8.8023, 0.0000 
30.00, 29.00, 1.00, 10.813, 2.0000, 8.8134, 0.0000 
30.00, 29.50, 1.00, 9.819, 1.0000, 8.8189, -0.0000 
30.00, 29.50, 0.50, 9.824, 1.0000, 8.8245, 0.0000 
30.00, 29.50, 0.50, 9.830, 1.0000, 8.8300, 0.0000 
30.00, 29.50, 0.50, 9.836, 1.0000, 8.8356, 0.0000 
Temperature control application started
Kp: 2.000000, Ki: 0.033333, Kd: 0.00000030.00, 0.00, 30.00, 60.333, 60.0000, 0.3330, 0.0000 
30.00, 29.50, 30.00, 1.339, 1.0000, 0.3386, -0.0000 
30.00, 29.50, 0.50, 1.344, 1.0000, 0.3441, 0.0000 
30.00, 29.50, 0.50, 1.350, 1.0000, 0.3497, 0.0000 
30.00, 29.50, 0.50, 1.355, 1.0000, 0.3552, 0.0000 
30.00, 29.50, 0.50, 1.361, 1.0000, 0.3608, 0.0000 
30.00, 29.50, 0.50, 1.366, 1.0000, 0.3663, 0.0000 
30.00, 29.50, 0.50, 1.372, 1.0000, 0.3719, 0.0000 
30.00, 29.50, 0.50, 1.377, 1.0000, 0.3774, 0.0000 
30.00, 29.00, 0.50, 2.388, 2.0000, 0.3885, 0.0000 
30.00, 29.00, 1.00, 2.400, 2.0000, 0.3996, 0.0000 
30.00, 29.50, 1.00, 1.405, 1.0000, 0.4052, -0.0000 
30.00, 29.50, 0.50, 1.411, 1.0000, 0.4107, 0.0000 
30.00, 29.50, 0.50, 1.416, 1.0000, 0.4163, 0.0000 
30.00, 29.50, 0.50, 1.422, 1.0000, 0.4218, 0.0000 
30.00, 29.50, 0.50, 1.427, 1.0000, 0.4274, 0.0000 
30.00, 29.50, 0.50, 1.433, 1.0000, 0.4329, 0.0000 
30.00, 29.00, 0.50, 2.444, 2.0000, 0.4440, 0.0000 
30.00, 29.00, 1.00, 2.455, 2.0000, 0.4551, 0.0000 
30.00, 29.00, 1.00, 2.466, 2.0000, 0.4662, 0.0000 
30.00, 29.00, 1.00, 2.477, 2.0000, 0.4773, 0.0000 
30.00, 29.00, 1.00, 2.488, 2.0000, 0.4884, 0.0000 
30.00, 29.00, 1.00, 2.500, 2.0000, 0.4995, 0.0000 
30.00, 29.00, 1.00, 2.511, 2.0000, 0.5106, 0.0000 
30.00, 29.00, 1.00, 2.522, 2.0000, 0.5217, 0.0000 
30.00, 29.00, 1.00, 2.533, 2.0000, 0.5328, 0.0000 
30.00, 29.00, 1.00, 2.544, 2.0000, 0.5439, 0.0000 
30.00, 29.00, 1.00, 2.555, 2.0000, 0.5550, 0.0000 
30.00, 29.00, 1.00, 2.566, 2.0000, 0.5661, 0.0000 
30.00, 29.00, 1.00, 2.577, 2.0000, 0.5772, 0.0000 
30.00, 29.00, 1.00, 2.588, 2.0000, 0.5883, 0.0000 
30.00, 29.00, 1.00, 2.599, 2.0000, 0.5994, 0.0000 
30.00, 29.00, 1.00, 2.611, 2.0000, 0.6105, 0.0000 
30.00, 29.00, 1.00, 2.622, 2.0000, 0.6216, 0.0000 
30.00, 29.00, 1.00, 2.633, 2.0000, 0.6327, 0.0000 
30.00, 29.00, 1.00, 2.644, 2.0000, 0.6438, 0.0000 
30.00, 29.00, 1.00, 2.655, 2.0000, 0.6549, 0.0000 
30.00, 29.00, 1.00, 2.666, 2.0000, 0.6660, 0.0000 
30.00, 29.00, 1.00, 2.677, 2.0000, 0.6771, 0.0000 
30.00, 29.00, 1.00, 2.688, 2.0000, 0.6882, 0.0000 
30.00, 29.00, 1.00, 2.699, 2.0000, 0.6993, 0.0000 
30.00, 29.00, 1.00, 2.710, 2.0000, 0.7104, 0.0000 
30.00, 29.00, 1.00, 2.722, 2.0000, 0.7215, 0.0000 
30.00, 29.00, 1.00, 2.733, 2.0000, 0.7326, 0.0000 
30.00, 29.00, 1.00, 2.744, 2.0000, 0.7437, 0.0000 
30.00, 29.00, 1.00, 2.755, 2.0000, 0.7548, 0.0000 
30.00, 29.00, 1.00, 2.766, 2.0000, 0.7659, 0.0000 
30.00, 28.50, 1.00, 3.783, 3.0000, 0.7826, 0.0000 
30.00, 28.50, 1.50, 3.799, 3.0000, 0.7992, 0.0000 
30.00, 28.50, 1.50, 3.816, 3.0000, 0.8159, 0.0000 
30.00, 28.00, 1.50, 4.838, 4.0000, 0.8381, 0.0000 
30.00, 28.50, 2.00, 3.855, 3.0000, 0.8547, -0.0000 
30.00, 28.50, 1.50, 3.871, 3.0000, 0.8714, 0.0000 
30.00, 28.50, 1.50, 3.888, 3.0000, 0.8880, 0.0000 
30.00, 28.50, 1.50, 3.905, 3.0000, 0.9047, 0.0000 
30.00, 28.00, 1.50, 4.927, 4.0000, 0.9269, 0.0000 
30.00, 28.50, 2.00, 3.944, 3.0000, 0.9435, -0.0000 
30.00, 28.50, 1.50, 3.960, 3.0000, 0.9602, 0.0000 
30.00, 28.50, 1.50, 3.977, 3.0000, 0.9768, 0.0000 
30.00, 28.00, 1.50, 4.999, 4.0000, 0.9990, 0.0000 
30.00, 28.50, 2.00, 4.016, 3.0000, 1.0157, -0.0000 
30.00, 28.50, 1.50, 4.032, 3.0000, 1.0323, 0.0000 
30.00, 28.00, 1.50, 5.055, 4.0000, 1.0545, 0.0000 
30.00, 28.50, 2.00, 4.071, 3.0000, 1.0712, -0.0000 
30.00, 28.00, 1.50, 5.093, 4.0000, 1.0934, 0.0000 
30.00, 28.00, 2.00, 5.116, 4.0000, 1.1156, 0.0000 
30.00, 28.50, 2.00, 4.132, 3.0000, 1.1322, -0.0000 
30.00, 28.00, 1.50, 5.154, 4.0000, 1.1544, 0.0000 
30.00, 28.00, 2.00, 5.177, 4.0000, 1.1766, 0.0000 
30.00, 28.00, 2.00, 5.199, 4.0000, 1.1988, 0.0000 
30.00, 28.50, 2.00, 4.215, 3.0000, 1.2155, -0.0000 
30.00, 28.50, 1.50, 4.232, 3.0000, 1.2321, 0.0000 
30.00, 28.50, 1.50, 4.249, 3.0000, 1.2488, 0.0000 
30.00, 28.50, 1.50, 4.265, 3.0000, 1.2654, 0.0000 
30.00, 28.50, 1.50, 4.282, 3.0000, 1.2821, 0.0000 
30.00, 28.00, 1.50, 5.304, 4.0000, 1.3043, 0.0000 
30.00, 28.00, 2.00, 5.326, 4.0000, 1.3265, 0.0000 
30.00, 28.00, 2.00, 5.349, 4.0000, 1.3487, 0.0000 
30.00, 28.00, 2.00, 5.371, 4.0000, 1.3709, 0.0000 
30.00, 28.00, 2.00, 5.393, 4.0000, 1.3931, 0.0000 
30.00, 28.50, 2.00, 4.410, 3.0000, 1.4097, -0.0000 
30.00, 28.50, 1.50, 4.426, 3.0000, 1.4264, 0.0000 
30.00, 28.50, 1.50, 4.443, 3.0000, 1.4430, 0.0000 
30.00, 28.50, 1.50, 4.460, 3.0000, 1.4597, 0.0000 
30.00, 28.50, 1.50, 4.476, 3.0000, 1.4763, 0.0000 
30.00, 28.50, 1.50, 4.493, 3.0000, 1.4930, 0.0000 
30.00, 28.50, 1.50, 4.510, 3.0000, 1.5096, 0.0000 
30.00, 28.00, 1.50, 5.532, 4.0000, 1.5318, 0.0000 
30.00, 28.00, 2.00, 5.554, 4.0000, 1.5540, 0.0000 
30.00, 28.50, 2.00, 4.571, 3.0000, 1.5707, -0.0000 
30.00, 28.50, 1.50, 4.587, 3.0000, 1.5873, 0.0000 
30.00, 28.50, 1.50, 4.604, 3.0000, 1.6040, 0.0000 
30.00, 28.50, 1.50, 4.621, 3.0000, 1.6206, 0.0000 
30.00, 28.00, 1.50, 5.643, 4.0000, 1.6428, 0.0000 
30.00, 28.50, 2.00, 4.659, 3.0000, 1.6595, -0.0000 
30.00, 28.50, 1.50, 4.676, 3.0000, 1.6761, 0.0000 
30.00, 28.50, 1.50, 4.693, 3.0000, 1.6928, 0.0000 
30.00, 28.50, 1.50, 4.709, 3.0000, 1.7094, 0.0000 
30.00, 28.50, 1.50, 4.726, 3.0000, 1.7261, 0.0000 
30.00, 28.50, 1.50, 4.743, 3.0000, 1.7427, 0.0000 
30.00, 28.50, 1.50, 4.759, 3.0000, 1.7594, 0.0000 
30.00, 28.50, 1.50, 4.776, 3.0000, 1.7760, 0.0000 
30.00, 28.50, 1.50, 4.793, 3.0000, 1.7927, 0.0000 
30.00, 28.50, 1.50, 4.809, 3.0000, 1.8093, 0.0000 
30.00, 28.50, 1.50, 4.826, 3.0000, 1.8260, 0.0000 
30.00, 28.50, 1.50, 4.843, 3.0000, 1.8426, 0.0000 
30.00, 28.50, 1.50, 4.859, 3.0000, 1.8593, 0.0000 
30.00, 28.50, 1.50, 4.876, 3.0000, 1.8759, 0.0000 
30.00, 28.00, 1.50, 5.898, 4.0000, 1.8981, 0.0000 
30.00, 28.50, 2.00, 4.915, 3.0000, 1.9148, -0.0000 
30.00, 28.50, 1.50, 4.931, 3.0000, 1.9314, 0.0000 
30.00, 28.50, 1.50, 4.948, 3.0000, 1.9481, 0.0000 
30.00, 28.50, 1.50, 4.965, 3.0000, 1.9647, 0.0000 
30.00, 28.50, 1.50, 4.981, 3.0000, 1.9814, 0.0000 
30.00, 28.50, 1.50, 4.998, 3.0000, 1.9980, 0.0000 
30.00, 28.50, 1.50, 5.015, 3.0000, 2.0147, 0.0000 
30.00, 28.50, 1.50, 5.031, 3.0000, 2.0313, 0.0000 
30.00, 28.00, 1.50, 6.054, 4.0000, 2.0535, 0.0000 
30.00, 28.00, 2.00, 6.076, 4.0000, 2.0757, 0.0000 
30.00, 28.50, 2.00, 5.092, 3.0000, 2.0924, -0.0000 
30.00, 28.00, 1.50, 6.115, 4.0000, 2.1146, 0.0000 
30.00, 28.00, 2.00, 6.137, 4.0000, 2.1368, 0.0000 
30.00, 28.50, 2.00, 5.153, 3.0000, 2.1534, -0.0000 
30.00, 28.00, 1.50, 6.176, 4.0000, 2.1756, 0.0000 
30.00, 28.00, 2.00, 6.198, 4.0000, 2.1978, 0.0000 
30.00, 28.00, 2.00, 6.220, 4.0000, 2.2200, 0.0000 
30.00, 28.00, 2.00, 6.242, 4.0000, 2.2422, 0.0000 
30.00, 28.00, 2.00, 6.264, 4.0000, 2.2644, 0.0000 
30.00, 28.50, 2.00, 5.281, 3.0000, 2.2811, -0.0000 
30.00, 27.50, 1.50, 7.309, 5.0000, 2.3088, 0.0000 
30.00, 27.50, 2.50, 7.337, 5.0000, 2.3366, 0.0000 
30.00, 28.00, 2.50, 6.359, 4.0000, 2.3588, -0.0000 
30.00, 28.00, 2.00, 6.381, 4.0000, 2.3810, 0.0000 
30.00, 27.50, 2.00, 7.409, 5.0000, 2.4087, 0.0000 
30.00, 28.00, 2.50, 6.431, 4.0000, 2.4309, -0.0000 
30.00, 28.00, 2.00, 6.453, 4.0000, 2.4531, 0.0000 
30.00, 28.00, 2.00, 6.475, 4.0000, 2.4753, 0.0000 
30.00, 28.00, 2.00, 6.498, 4.0000, 2.4975, 0.0000 
30.00, 28.00, 2.00, 6.520, 4.0000, 2.5197, 0.0000 
30.00, 28.00, 2.00, 6.542, 4.0000, 2.5419, 0.0000 
30.00, 28.00, 2.00, 6.564, 4.0000, 2.5641, 0.0000 
30.00, 28.00, 2.00, 6.586, 4.0000, 2.5863, 0.0000 
30.00, 28.00, 2.00, 6.609, 4.0000, 2.6085, 0.0000 
30.00, 28.00, 2.00, 6.631, 4.0000, 2.6307, 0.0000 
30.00, 28.00, 2.00, 6.653, 4.0000, 2.6529, 0.0000 
30.00, 28.00, 2.00, 6.675, 4.0000, 2.6751, 0.0000 
30.00, 28.00, 2.00, 6.697, 4.0000, 2.6973, 0.0000 
30.00, 27.50, 2.00, 7.725, 5.0000, 2.7251, 0.0000 
30.00, 27.50, 2.50, 7.753, 5.0000, 2.7528, 0.0000 
30.00, 28.00, 2.50, 6.775, 4.0000, 2.7750, -0.0000 
30.00, 28.00, 2.00, 6.797, 4.0000, 2.7972, 0.0000 
30.00, 28.00, 2.00, 6.819, 4.0000, 2.8194, 0.0000 
30.00, 28.00, 2.00, 6.842, 4.0000, 2.8416, 0.0000 
30.00, 28.00, 2.00, 6.864, 4.0000, 2.8638, 0.0000 
30.00, 28.50, 2.00, 5.880, 3.0000, 2.8805, -0.0000 
30.00, 28.00, 1.50, 6.903, 4.0000, 2.9027, 0.0000 
30.00, 28.00, 2.00, 6.925, 4.0000, 2.9249, 0.0000 
